"id","species","catch"
32885557,2,875
32885557,3,375
32885557,1,1000
32885557,5,500
32885558,2,875
32885558,3,375
32885558,1,1000
32885558,5,500
32885560,2,2500
32885560,1,1250
32885561,2,1875
32885561,1,625
32885562,2,625
32885562,1,125
32885562,5,300
32885563,2,1875
32885563,1,625
32885564,2,1875
32885564,1,625
32885576,2,1250
32885576,1,625
32885577,2,250
32885577,1,250
32885577,3,125
32885577,5,200
32885579,2,250
32885579,1,250
32885579,3,125
32885579,5,100
32885580,2,625
32885580,1,625
32885580,3,125
32885581,2,1000
32885581,1,625
32885581,3,250
32885582,2,875
32885582,1,375
32885582,3,125
32885584,2,375
32885584,1,625
32885584,3,250
32885584,5,200
32885585,2,500
32885585,1,500
32885585,3,500
32885586,2,375
32885586,1,125
32885586,3,250
32885587,2,625
32885587,1,2500
32885587,3,375
32885588,2,1250
32885588,1,3750
32885588,3,625
32885589,2,250
32885589,1,250
32885589,3,125
33400356,2,2500
33400357,3,11250
33400358,3,7500
33400359,3,11250
33678801,24,13
33678801,25,15
33678801,28,31
33678801,5,25
33678801,55,63
33678802,23,31
33678802,27,11
33678802,24,13
33678802,25,15
33678802,28,30
33678802,5,25
33678802,55,75
33678803,23,30
33678803,27,19
33678803,24,13
33678803,25,13
33678803,28,31
33678803,5,25
33678803,55,50
33678804,23,30
33678804,27,13
33678804,24,13
33678804,25,25
33678804,28,30
33678804,5,5
33678804,55,75
33678901,23,6
33678901,24,19
33678901,27,13
33678901,28,8
33678901,25,75
33678901,26,6
33678901,55,250
33678902,23,19
33678902,24,8
33678902,27,15
33678902,28,9
33678902,25,50
33678902,26,10
33678902,55,188
33678903,23,15
33678903,24,50
33678903,27,19
33678903,28,23
33678903,25,25
33678903,26,19
33678903,55,200
33678904,23,6
33678904,24,25
33678904,27,23
33678904,28,15
33678904,25,75
33678904,55,250
33678905,23,3
33678905,24,6
33678905,27,9
33678905,28,6
33678905,25,13
33678905,55,125
33678776,23,13
33678776,25,13
33678776,27,6
33678776,28,6
33678776,24,6
33678776,55,113
33678777,25,6
33678777,27,4
33678777,28,6
33678777,24,6
33678777,12,125
33678777,55,38
33678778,25,13
33678778,27,4
33678778,28,4
33678778,12,4
33678778,55,25
33678779,23,4
33678779,25,38
33678779,27,6
33678779,28,31
33678779,12,250
33678779,55,188
33678781,25,31
33678781,27,4
33678781,28,25
33678781,24,4
33678781,12,625
33678781,55,188
33678782,25,75
33678782,27,4
33678782,28,25
33678782,24,4
33678782,12,63
33678782,55,125
33678783,27,6
33678783,28,31
33678783,24,6
33678783,12,213
33678783,55,125
1661951,5,3000
1661951,1,63
1661952,5,1600
1661952,2,2500
1661952,1,50
1661953,2,875
1661954,5,700
1661954,2,1250
1661955,5,300
1661955,2,3125
1661955,55,125
1661956,5,1800
1661956,2,1625
1661957,5,300
1661957,2,3750
1661958,5,100
1661958,2,2500
1661959,5,500
1661959,2,2500
1661960,5,100
1661960,2,3125
1661961,5,150
1661961,2,2500
1661962,2,1875
1661963,5,500
1661963,2,1250
1661964,5,150
1661964,2,1875
1661976,2,1875
1661976,5,200
1661976,3,1250
1661978,2,1875
1661978,1,125
1661979,2,250
1661979,3,438
1661979,1,63
1661980,2,625
1661980,5,150
1661981,2,938
1661981,5,200
1661981,3,1125
1661982,2,625
1661982,5,500
1661982,3,1875
1661984,2,625
1661984,5,3000
1661984,3,875
1661985,2,625
1661985,5,200
1661986,2,1250
1661986,1,125
1661987,2,2500
1661987,3,625
1661988,5,6000
1661989,5,1600
1662001,5,300
1662001,2,625
1662001,1,125
1662001,3,375
1662002,5,400
1662002,2,625
1662002,1,63
1662002,3,250
1662003,5,3800
1662003,2,125
1662003,3,625
1662003,55,188
1662004,2,625
1662004,3,750
1662005,5,600
1662005,3,1250
1662006,5,200
1662006,1,63
1662006,3,313
1662007,5,700
1662007,3,500
1662008,5,600
1662008,3,625
1662009,5,400
1662009,2,625
1662009,3,188
1662010,5,500
1662010,2,1500
1662010,3,125
1662011,5,600
1662011,2,625
1662012,5,200
1662012,2,375
1662012,3,250
1662013,5,900
1662013,2,1000
1662013,3,875
1662014,5,900
1662014,2,1250
1662014,3,875
1662014,55,125
1662015,5,700
1662015,2,700
1662026,5,1000
1662026,3,875
1662026,2,750
1662027,5,2000
1662028,5,300
1662028,3,375
1662028,2,1250
1662028,1,500
1662029,3,125
1662029,2,1375
1662029,1,63
1662030,3,125
1662030,2,1250
1662030,1,63
1662031,2,1250
1662031,1,125
1662032,2,5500
1662032,1,750
1662033,2,10000
1662033,1,625
1662034,3,63
1662034,2,3125
1662034,1,313
1662035,5,200
1662035,2,5000
1662035,1,313
1662036,3,125
1662036,2,3750
1662036,1,63
1662037,2,2500
1662037,1,63
1662038,2,2500
1662038,1,63
1662039,2,1125
1662039,1,63
1662051,2,3750
1662051,1,63
1662052,2,875
1662053,2,7500
1662054,2,1875
1662054,1,63
1662055,2,1875
1662055,1,63
1662055,3,63
1662056,2,750
1662056,1,250
1662056,3,125
1662057,2,500
1662058,3,375
1662059,2,375
1662059,1,500
1662059,3,250
32559507,1,3750
32559508,1,125
32559509,3,125
32559509,5,700
32559510,5,750
32559511,5,1500
32559512,1,375
32559512,3,125
32559512,5,500
32559513,5,3500
32559514,5,8000
32559515,5,3000
32559526,5,2000
32559527,5,100
32559528,5,100
32559529,5,100
32559530,5,100
32559532,5,1500
32559533,5,1500
32559534,5,100
32559535,5,1000
32559536,5,2500
32559537,5,8000
31214483,61,3000
32559538,5,5000
32559539,5,4000
32559540,5,4000
31214501,5,300
31214501,1,3750
31214501,2,250
31214501,3,125
32559551,3,75
32559551,5,750
32559552,3,125
32559552,5,750
31214502,5,200
31214502,1,7500
31214502,2,625
31214502,3,125
32559553,3,313
32559553,5,1500
31214503,5,2000
31214503,1,3750
31214503,2,375
31214503,3,125
32559554,3,125
32559555,5,1500
32559556,5,5000
31214504,5,300
31214504,1,1875
31214504,2,375
31214504,3,250
32559557,5,1500
31214505,5,200
31214505,1,125
31214505,2,250
31214505,3,4000
32559558,5,1500
31214506,5,700
31214506,1,250
31214506,2,3500
31214506,3,500
32559559,5,9500
31214507,5,1000
31214507,1,250
31214507,2,1875
31214507,3,375
32559560,3,188
32559560,5,7000
32559560,6,125
32559561,5,9000
32559562,5,7000
32559563,5,1000
32559564,5,1000
32559565,5,2500
31214526,5,200
31214526,1,125
31214526,3,1250
31214526,2,250
31214527,5,200
31214527,1,250
31214527,3,1000
31214527,2,375
32559577,5,500
32559577,22,375
31214528,5,100
31214528,1,125
31214528,3,375
31214528,2,125
32559578,5,500
33185663,5,1000
33185664,3,1375
33185664,5,100
33185664,2,313
33185676,3,625
33185677,3,125
33185678,3,125
33185679,3,125
33185680,3,125
33185681,5,250
33185682,3,625
33185683,3,2500
33185684,3,5000
33185685,3,125
33185686,3,125
33185687,3,125
33185688,5,1500
33185689,3,125
33185690,3,1250
33185701,3,125
33185702,3,125
33185703,5,6000
33185704,5,8000
33185705,5,1000
33185706,3,6250
33185708,3,1250
33185709,3,125
33185710,3,125
33185711,5,1500
33185712,5,1500
33185713,5,1500
33185714,5,1000
33185715,5,50
33185726,5,1000
33185727,3,125
33185728,3,1875
33185729,3,2500
33185730,3,15000
33185731,3,7500
33185732,5,1000
33185733,5,150
33185733,3,375
33185733,1,125
33185734,3,6250
33185735,3,125
33185736,3,1250
33185737,5,500
33185737,3,125
33185737,1,125
33185737,2,2500
33185738,5,1000
33185738,3,188
33185738,1,125
33185739,5,100
31214376,61,9000
31214376,7,188
31214377,61,12800
31214377,7,188
33185751,5,4000
33185752,5,4000
31214378,61,9900
31214378,7,125
33185753,5,4000
31214379,61,11900
31214379,7,125
33185754,5,3000
33185755,5,2000
31214380,61,9500
31214380,7,125
33185756,3,1250
33185757,5,1000
33185757,3,625
33185758,5,100
31214381,61,7000
31214381,7,250
33185759,5,100
33185760,3,625
31214382,61,3500
31214382,7,125
31214383,61,5000
31214383,7,125
1661758,1,250
31754151,5,200
31754152,9,250
31754152,2,63
31754152,1,63
31754154,5,1250
31754156,5,7500
31754156,9,63
31754156,1,125
31754157,5,1100
31754157,1,63
31754157,3,63
31754158,5,900
31754159,5,100
31754159,1,63
31754161,5,50
31754161,2,375
31754161,1,188
31754161,3,63
31754162,2,875
31754162,1,63
31754162,3,500
31754163,5,150
31754163,2,125
31754163,1,375
31754163,3,63
31754164,5,250
31754165,5,560
31754176,5,50
31754176,3,63
31754177,5,1150
31754178,5,250
31754179,5,1500
31754179,1,63
31754180,5,7000
31754181,5,1450
31754181,1,63
31754181,3,125
31754181,55,125
31754182,5,200
1664703,2,375
1664703,24,188
1664704,1,500
1664704,5,100
1664704,2,250
1664705,1,625
1664705,5,100
1664705,2,2500
1664706,5,400
1664706,2,375
1664707,1,500
1664707,5,200
1664708,5,1500
1664708,3,1250
1664709,5,500
1664709,3,1875
1664710,5,1000
1664710,3,1250
1664711,3,9375
1664712,3,3750
1664713,1,625
1664713,2,625
1664713,3,2875
1664714,1,250
1664714,5,200
1664714,3,625
32560151,1,125
32560151,2,250
32560151,23,125
32560151,9,63
32560152,1,1750
32560152,2,625
32560152,3,250
32560152,23,625
32560152,9,250
32560153,1,375
32560153,2,5000
32560153,3,250
32560153,23,438
32560153,9,875
32560155,1,1750
32560155,2,625
32560155,3,188
32560155,23,188
32560156,1,625
32560156,2,625
32560156,3,125
32560156,23,188
32560156,9,63
32560157,1,6250
32560157,3,375
32560157,23,375
32560158,1,3125
32560158,2,125
32560158,3,125
32560158,23,375
32560158,9,250
32560159,1,2500
32560159,2,125
32560159,3,500
32560159,23,250
32560159,9,125
32560160,1,625
32560160,2,375
32560160,23,250
32560160,9,250
32560161,1,750
32560161,2,2500
32560161,3,125
32560161,23,313
32560161,9,125
32560162,1,1000
32560162,2,750
32560162,3,125
32560162,23,125
32560162,9,63
32560163,1,500
32560163,2,500
32560163,3,63
32560164,1,2000
32560164,2,1250
32560164,3,188
32560164,23,63
32560164,9,375
32560165,1,875
32560165,2,1250
32560165,3,188
32560165,23,375
32560165,9,313
32560176,1,1000
32560176,2,1750
32560176,23,375
32560176,9,188
32560177,1,625
32560177,2,250
32560177,3,125
32560177,23,188
32560177,9,63
32560178,1,1625
32560178,2,125
32560178,3,375
32560178,23,125
32560178,9,63
32560179,1,125
32560179,2,500
32560179,23,125
32560180,1,500
32560180,2,375
32560180,3,125
32560180,23,250
32560181,1,625
32560181,2,750
32560181,3,63
32560181,23,125
32560181,9,63
32560182,1,563
32560182,2,750
32560182,3,438
32560182,23,500
32560182,9,438
32560202,1,2250
32560202,2,250
32560202,3,500
32560202,5,50
32560203,3,625
32560203,5,1300
32560204,1,63
32560204,3,63
32560204,5,1200
32560205,1,63
32560205,3,125
32560205,5,1800
32560206,1,63
32560206,3,313
32560206,5,450
32560207,1,125
32560207,5,500
32560208,1,1250
32560208,2,63
32560208,3,1625
32560208,5,100
32560209,1,10000
32560209,3,1250
32560210,1,5000
32560210,3,2500
32560211,5,1400
32011852,2,875
32011852,3,125
32011852,1,125
32011852,5,100
1663533,22,2250
1663534,22,3375
1663535,22,1250
1663536,22,1750
1663537,22,1250
1663537,5,400
1663538,22,750
1663539,22,1250
1663551,22,1250
1663552,22,2250
1663555,2,563
1663555,1,250
1663555,3,250
1663556,2,1125
1663556,1,500
1663557,5,800
1663558,5,800
1663576,61,600
1663576,22,2500
1663577,22,1500
1663578,22,1500
1663579,22,1500
1663580,61,2000
1663581,61,3000
1663582,61,2500
1663583,61,4000
1663584,61,1000
1663586,2,625
1663587,2,625
1663588,61,2500
1663589,61,3000
1663601,61,3500
1663602,61,2500
1663603,61,3000
1663604,61,2500
1663605,61,2500
1663606,61,400
1663607,61,1000
1663608,61,1000
1663609,61,1000
1663610,61,1500
1663626,2,1875
1663627,2,3125
1663628,2,1875
1663629,22,625
1663630,22,3750
1663631,22,5000
1663632,22,3750
1663633,22,3125
1663634,22,2500
1663635,22,2500
1663636,22,2500
1663637,22,1875
1663638,22,2500
1663651,22,1250
1663652,22,1875
1663653,22,2500
1663654,22,2500
1663655,22,2500
1663656,22,625
1663657,22,625
1663658,22,625
1663659,22,625
1663660,22,3750
1663661,22,1875
1663662,22,3125
33244579,3,625
33244579,2,625
33244579,1,5000
33244579,5,1000
33244580,3,625
33244580,2,7500
33244580,1,625
33244581,2,3750
33244581,1,1250
33244581,5,500
33244582,3,5000
33244583,3,2500
33244584,3,625
33244585,3,1250
33244586,3,125
33244586,2,4250
33244586,1,250
33244586,5,200
33244587,2,125
33244587,1,125
33244587,5,800
33244588,3,188
33244588,2,2625
33244588,1,1500
33244589,3,3750
33244590,3,125
33244601,3,188
33244601,5,400
33244602,3,438
33244602,2,500
33244602,1,50
33244602,5,300
33244603,3,5125
33244603,2,875
33244603,1,200
33244603,5,1100
33244604,3,6250
33244604,2,50
33244604,1,50
33244605,2,875
33244605,1,300
33244605,5,1000
33244606,3,563
33244606,2,125
33244606,1,250
33244606,5,450
33244607,3,250
33244607,2,625
33244607,5,1000
33244608,3,313
33244608,2,2625
33244608,1,313
33244608,5,1300
33244609,3,500
33244609,2,2000
33244609,1,2000
33244609,5,2700
33244610,2,1625
33244610,1,1125
33244610,5,2700
33244611,2,1688
33244611,1,1125
33244611,5,2700
33244612,2,1125
33244612,1,1125
33244612,5,900
33244613,2,563
33244613,1,563
33244613,5,1300
33244626,3,125
33244626,2,625
33244626,1,625
33244626,5,1800
33244627,2,563
33244627,1,1125
33244627,5,3800
33244628,2,500
33244628,1,500
33244628,5,4500
33244629,3,3125
33244629,2,563
33244629,1,563
33244629,5,1300
33244630,3,250
33244630,5,400
33244631,3,1375
33244631,2,50
33244631,1,100
33244631,5,400
33244632,5,1500
32703133,5,2000
32703130,1,250
32703130,3,188
32703130,5,1500
32703132,1,200
32703132,2,1125
32703132,3,563
33522776,5,3420
33522776,22,100
32703139,1,5000
32703139,2,2500
33130912,2,6250
33130912,1,1250
33130912,3,1250
33130913,2,3750
33130913,1,625
33130914,2,3750
33130914,1,125
33130914,3,125
33130926,2,2500
33130926,1,125
33130926,3,125
33130927,2,3750
33130927,1,1250
33130927,3,125
33130928,2,3750
33130928,1,250
33130928,3,125
33130928,55,125
33130929,2,1250
33130929,1,125
33130929,3,125
33130929,55,125
33130930,2,3750
33130930,1,1250
33130930,3,250
33130930,55,250
33130931,2,5000
33130931,1,2500
33130931,3,500
33130931,55,125
33130932,2,2500
33130932,1,750
33130932,3,125
33130932,55,250
33130933,2,2750
33130933,1,500
33130933,3,375
32637451,2,1250
32637452,2,1250
32637454,22,1250
32637454,61,300
32637455,22,1000
32637455,61,200
32637456,22,1000
32637456,61,800
32637457,22,500
32637457,61,300
32637458,22,1000
32637458,61,200
32637459,22,1500
32637459,61,100
32637460,22,500
32637461,22,1125
32637462,22,2125
32637463,22,1250
32637476,22,1500
32637477,22,1250
32637478,22,1000
32637478,61,200
32637479,22,875
32637480,22,500
32637481,22,1250
32637482,22,1250
32637483,22,1250
32637484,22,1125
32637485,22,1375
32637485,5,100
32637486,22,1875
32885601,2,625
32885602,2,375
32885602,5,200
32885603,2,125
32885603,3,250
32885603,1,125
32885604,2,125
32885605,2,125
32885605,3,125
32885605,1,125
32885605,5,100
32885606,2,125
32885606,3,125
32885606,1,125
32885606,5,100
32885607,2,1250
32885607,1,625
32885609,2,250
32885609,3,1000
32885609,5,400
32885610,2,250
32885610,3,1000
32885610,5,400
31823926,22,3375
31823927,22,1625
31823928,22,5375
31823928,61,300
33400326,3,6250
33400327,3,12500
33400328,3,1950
33400329,3,3750
33400330,3,6250
33400331,3,7500
33400332,3,11250
33400333,3,10000
33400301,3,12500
33400302,3,17500
33400303,3,7500
33400276,3,12500
33400277,3,10625
33400278,3,2500
33400279,3,6250
33400280,3,18750
33400251,3,8750
33400252,3,6875
33400253,3,6875
33400254,3,250
33400255,3,1250
33400226,2,2500
33400227,2,1875
33400228,2,1875
33400229,2,3750
33400230,2,5000
33400231,2,6875
33400232,2,10000
33400233,2,7500
33400234,2,7500
33400176,3,12500
33400177,3,9375
33400178,3,9375
33400179,3,4375
33400180,2,1250
33400181,2,6250
33400201,2,2500
33400202,2,1875
33400203,2,1875
33400204,2,3125
33400205,2,1875
33400206,2,2500
33400207,2,2500
33400208,2,3125
33400209,2,2250
33400126,3,5000
33400127,3,2500
1662076,1,375
1662076,2,125
1662076,3,125
1662076,5,100
1662077,1,1000
1662077,3,1250
1662077,5,2200
1662077,55,125
1662078,1,500
1662078,5,800
1662079,1,500
1662079,2,2500
1662079,55,188
1662080,1,250
1662080,2,1625
1662083,2,1875
1662084,1,250
1662084,3,63
1662084,5,700
1662084,55,125
1662101,5,1300
1662101,3,250
1662101,1,125
1662102,5,2200
1662102,1,125
1662102,55,125
1662103,5,2000
1662104,5,200
1662104,1,125
1662104,2,750
1662104,55,63
1662105,5,600
1662105,3,250
1662105,1,63
1662105,2,1875
1662106,5,300
1662106,3,63
1662106,2,1875
1662106,55,250
1662107,1,63
1662107,2,1125
1662107,55,125
1662108,2,1250
1662108,6,250
1662109,1,125
1662109,2,750
1662110,1,250
1662110,2,375
1662111,5,700
1662112,5,1100
1662112,55,63
1662113,5,500
1662113,3,875
1662113,1,125
1662113,2,125
1662126,5,1100
1662126,1,300
1662126,2,300
1662126,3,100
1662126,55,100
1662127,5,300
1662127,1,100
1662127,2,300
1662127,3,1100
1662128,5,100
1662128,1,300
1662128,2,200
1662128,3,1000
1662129,5,2500
1662129,3,150
1662130,5,3000
1662130,55,100
1662131,5,2000
1662132,5,1500
1662132,1,2000
1662132,3,6000
1662132,55,500
1662133,1,2000
1662133,2,200
1662133,3,2000
1662133,55,500
1662134,1,50
1662134,2,100
1662134,3,150
1662134,55,600
1662151,3,2500
1662151,2,300
1662151,1,50
1662151,55,50
1662152,3,700
1662152,1,200
1662152,55,150
1662153,3,150
1662153,2,600
1662153,1,200
1662153,55,150
1662154,3,2800
1662154,1,100
1662154,55,1200
1662155,3,1000
1662155,1,500
1662155,55,500
1662156,3,300
1662156,2,400
1662156,1,900
1662156,55,100
1662157,3,7000
32559578,22,1250
31214529,5,300
31214529,1,250
31214529,3,375
31214529,2,1500
32559579,5,1000
31214530,5,300
31214530,1,125
31214530,3,250
31214530,2,500
32559580,5,100
32559581,5,1000
32559581,22,1250
32559582,5,5000
32559582,22,188
32559582,6,125
32559583,5,400
32559583,22,313
32559583,6,313
31214531,61,6000
31214531,6,2500
31214532,61,6000
31214533,61,1300
31214533,6,250
31214551,61,200
31214552,61,200
31214553,61,1300
31214553,6,250
31214554,61,10000
31214554,6,250
31214555,61,8000
31214555,6,625
31214556,61,7000
31214556,6,1250
31214557,61,7000
31214576,61,5000
31214577,61,10000
31214577,6,250
31214578,61,6000
31214579,61,7000
31214580,61,7000
32559601,5,1500
31214581,61,6000
31214581,6,250
32559602,5,2000
31214582,61,3000
31214583,61,7500
31214583,6,250
32559603,5,2500
32559603,13,125
32559603,6,125
32559604,5,2500
32559604,3,63
32559605,5,2000
32559605,3,438
31214601,61,9000
32559606,5,2000
32559606,3,125
32559607,5,11000
32559608,5,5000
31214602,61,5000
32559609,5,5500
31214603,61,7000
32559610,5,3000
32559611,5,2500
32559611,3,188
32559612,5,1000
32559613,5,2000
32559614,5,1000
32559615,5,2000
31214604,61,3500
31214605,61,5200
31214606,61,5000
31214607,61,4000
32559626,5,4000
32559627,5,3000
31214605,6,375
32559628,5,1000
31214626,61,5000
32559629,5,1000
31214627,61,2700
31214627,6,375
32559630,5,500
32559630,3,1250
31214628,61,6000
32559631,5,1000
32559631,3,500
31214629,61,14800
31214629,6,250
32559632,5,100
31214630,61,20000
31214630,6,250
32559633,5,2000
31214631,61,12000
31214631,6,250
31214632,61,7000
31214632,6,125
32559634,5,1500
32559635,5,100
32559636,3,125
32559637,5,500
32559637,3,1250
32559639,5,1000
32559640,5,1000
32836482,22,875
32836483,22,1875
32836484,22,875
32836485,22,1250
32836486,22,1875
32836487,22,1875
32836488,22,875
32836489,22,3125
32836490,22,2500
32836501,22,1500
32836502,22,1500
32836503,22,2500
32836504,22,1875
32836505,22,625
32836506,22,1250
32836507,22,3125
32836508,22,4375
32836509,22,625
32836510,22,4375
32836511,22,5000
32836512,22,5000
32836513,22,5000
32836514,22,3750
32836515,22,875
32836526,22,2250
32836526,61,200
32836527,22,2250
32836527,61,200
32836528,22,1875
32836528,61,200
32836529,22,1875
32836529,61,50
32836530,22,3500
32836530,61,200
32836531,22,1250
32836531,61,50
32836532,22,6000
32836532,61,100
32836533,22,1250
32836533,61,50
32836534,22,5750
32836534,61,100
32836535,22,3125
32836535,61,50
32836536,22,7500
32836536,61,100
32836537,22,4875
32836537,61,100
32836538,22,4500
32836538,61,300
32836539,22,3750
32836540,22,5000
32559651,1,125
32559652,5,2500
32559652,1,250
32559653,5,2000
32559654,5,1500
32836551,22,625
32559656,5,3000
32836552,22,3375
32836553,22,875
32559657,5,2500
32836554,22,5625
32836554,61,100
32559658,1,125
32836555,22,7500
32836556,22,5625
32836556,61,200
32559659,1,1250
32559659,2,875
32559659,3,250
32559659,23,188
32836557,22,3750
32559660,1,125
32836558,22,1875
32559661,1,313
32559661,2,313
32559661,23,125
32836559,22,1875
32836560,22,1250
32559662,5,150
32559662,1,313
32559662,3,875
32836561,22,1000
32836562,22,2500
32836562,61,100
32836563,22,2500
32836563,61,100
32541076,22,1250
32541077,22,625
32541078,22,1250
32541079,22,1875
32541080,22,1250
32541081,22,1875
32541082,22,1250
32541083,22,1875
32541084,22,2500
32541085,22,1875
1664126,22,125
1664127,22,1250
32541086,22,63
32541086,61,500
1664128,22,125
1664129,22,625
1664130,22,1250
1664131,22,125
1664132,22,625
32541087,22,2500
32541088,22,625
32541089,22,1250
1664151,22,625
1664152,22,3750
1664153,22,1875
1663663,22,5000
1663664,22,625
1663665,22,3750
1663676,22,5000
1663677,22,1875
1663678,22,3125
1663679,22,1250
1663680,22,1875
1663681,22,3125
1663682,22,2500
1663683,22,2500
1663684,22,2500
1663685,22,2500
1663686,22,1875
1663687,22,2500
1663688,22,1875
1663689,22,3125
1663690,22,3125
1663701,22,2500
1663702,22,1250
1663703,22,1250
1663704,22,2500
1663705,22,1875
1663706,22,3125
1663707,22,1875
1663708,22,1250
1663709,22,2500
1663710,22,2500
1663711,22,2500
1663712,22,1250
1663713,22,2500
1663726,22,1250
1663727,22,1875
1663728,22,1250
1663729,22,3750
1663730,22,3125
1663731,22,3750
1663732,22,3750
1663733,22,3750
1663734,22,2500
1663735,22,875
1663751,22,1250
1663752,22,1250
1663753,22,3125
1663754,22,6250
1663755,22,1875
1663756,22,3125
1663758,22,1250
1663759,22,3125
1663760,22,5000
1663762,22,1250
1663763,22,3125
1663776,61,3000
1663777,61,4000
1663778,61,4000
1663779,61,2000
1663780,61,2000
1663801,22,1875
1663802,22,3125
1663802,61,500
1663803,22,4375
1663804,22,5000
1663804,61,1000
1663805,22,3750
1663806,22,2500
1663806,61,500
1663807,22,2500
1663808,22,1875
1663809,22,2500
1663809,61,500
1663810,22,3125
1663810,61,500
1663811,22,2500
1663811,61,500
1663812,22,2500
1663812,61,500
1663813,22,1250
1663814,22,2500
1663815,22,1250
1663826,22,3125
1663827,22,3125
1663828,22,1250
1663829,22,2500
1663829,61,500
1663830,22,2500
1663830,61,500
1663831,22,3125
1663831,61,150
1663832,22,4375
1663833,22,3125
1663833,61,500
1663834,22,3125
1663834,61,1000
1663835,22,1875
1663835,61,1000
1663836,22,2500
1663837,22,2500
1663838,22,1250
1663839,22,1250
1663851,61,2000
1663852,61,2000
1663853,61,1000
1663854,61,1000
1663855,61,500
1663856,61,500
1663857,61,6000
1663858,61,3000
1663859,61,1000
1663860,5,500
1663860,1,2500
1663860,2,2500
1663860,3,1250
1663861,5,500
1663861,1,2500
1663861,2,3750
1663861,3,1250
1663862,5,1000
1663863,5,1000
1663864,1,2500
1663864,3,625
16638626,3,25000
16638627,3,10000
1663878,3,1875
1663879,3,625
1663879,2,625
1663879,1,625
1663880,1,1875
1663881,5,500
1663882,5,500
1663883,3,625
1663883,1,625
1663884,2,625
1663884,1,3750
1663884,23,375
1663885,1,625
1663901,5,3000
1663902,5,4000
1663903,5,500
1663904,5,2000
1663904,3,12500
1663905,5,2000
1663905,3,2500
1663906,5,2000
1663907,5,1000
1663908,5,500
1663909,5,4000
1663910,5,1000
1663911,5,4000
1663912,5,4000
1663913,5,1000
1663914,5,1500
1663926,5,8000
1663927,5,2000
1663928,5,1000
1663929,5,3000
32011854,2,250
32011854,3,250
32011854,1,375
32011855,2,125
32011855,1,250
32011855,55,125
32011856,2,1250
32011856,1,250
32011856,55,125
32011857,2,750
32011857,1,125
32011857,55,125
32011858,2,1125
32011858,1,750
32011860,2,1500
32011860,3,250
32011860,1,2250
32011861,2,1125
32011861,3,750
32011861,1,3375
32011861,55,625
32011862,2,500
32011862,3,125
32011862,1,1875
32011862,55,500
32011863,2,875
32011863,1,1500
32011863,55,250
32011864,2,375
32011864,1,625
32011864,5,200
32011865,2,1625
32011865,1,3125
32011865,5,100
32011865,55,250
32011876,1,3125
32011876,2,1875
32011876,3,250
32011876,55,375
32011877,1,2875
32011877,2,750
32011877,3,125
32011877,55,250
32011878,1,250
32011878,2,375
32011878,3,125
32011878,5,200
32011878,55,125
32011879,1,125
32011880,1,1500
32011880,3,625
32011880,5,1400
32011880,55,375
32011881,1,375
32011881,5,1000
32011881,55,125
33244633,2,188
33244633,1,1250
33244633,5,4000
33244633,9,63
33244634,3,438
33244634,2,63
33244634,1,63
33244634,5,4200
33244635,3,63
33244635,5,100
33244636,3,1063
33244636,2,700
33244636,1,150
33244636,5,400
33244637,3,250
33244637,2,1000
33244637,1,125
33244637,5,1600
33244638,3,125
33244639,3,375
33244639,2,250
33244639,1,63
33244639,5,800
33244640,3,875
33244640,2,313
33244640,1,525
33244640,5,3000
32703135,3,125
33130933,55,125
33130934,2,3750
33130934,1,500
33130934,3,375
33130934,55,125
33130935,2,1750
33130935,1,500
33130935,3,2500
33130935,55,150
33130936,2,2875
33130936,1,500
33130936,3,250
33130936,55,250
33130937,2,1500
33130937,1,500
33130937,3,250
33130937,55,125
33130938,2,3750
33130938,1,2500
33130938,3,125
33130938,55,125
33130939,2,1250
33130939,1,1250
33130939,3,625
33130939,55,125
33130951,2,1875
33130951,1,625
33130952,2,3750
33130952,1,3750
33130952,6,375
33130953,2,2250
33130953,1,1500
33130953,3,375
33130953,6,125
33130954,2,1875
33130954,1,1250
33130954,3,250
33130954,6,125
33130955,2,3750
33130955,1,1875
33130955,3,125
33130955,6,375
33130956,2,3125
33130956,1,625
33130957,2,7750
33130957,1,375
33130957,3,125
33130957,6,125
33130958,2,7500
33130958,1,500
33130958,6,125
33130959,2,3000
33130959,1,1250
33130959,6,125
33130960,2,1250
33130960,1,6250
33130960,6,1250
33130961,2,3500
33130961,1,125
33130961,6,125
33130976,2,2500
33130976,1,1250
33130976,5,100
33130976,6,125
33130977,2,2500
33130977,1,1250
33130977,6,125
33130978,2,3750
33130978,1,1250
33130978,6,125
33130979,2,2250
33130979,1,1250
33130979,6,125
33130980,2,3125
33130980,1,625
33130980,6,125
33130981,2,2500
33130981,1,750
33130981,6,125
33130982,2,1250
33130982,1,1250
33130982,6,125
33130983,2,1875
33130983,1,750
33130983,6,188
33130984,2,1750
33130984,1,1250
33130984,6,125
33130985,2,1500
33130985,1,875
33130985,6,188
33130986,2,3000
33130986,1,750
33130986,6,125
33130987,2,6250
33130987,1,750
33130987,6,125
33130988,2,3750
33130988,1,375
33130988,3,125
32637501,22,1500
32637502,22,1250
32637503,22,1250
32637504,22,500
32637505,22,500
32637506,22,625
32637507,22,875
32637508,22,875
32637509,22,750
32633776,22,2750
32633777,22,875
32633778,22,1000
32633779,22,1500
32633780,22,1250
32633781,22,1500
